,model_name,model_type,z_dim,r2_train_all,r2_test_all,r2_train_sim,r2_test_sim,r2_train_exp,r2_test_exp
0,microBERT_model_task_id_194.pth,MCR,8,0.8867191143462305,0.8859917749465864,0.9042503341597754,0.9034018829158992,0.8789905715015988,0.8785023043216185
0,microBERT_model_task_id_195.pth,MCR,8,0.875592331173967,0.8747809483558593,0.8968146724312401,0.8958168599632549,0.8665502794443803,0.866027412912695
0,microBERT_model_task_id_128.pth,MCR,8,0.0415978746106945,0.0408558801927477,-0.0399908376287267,-0.039886693949819,0.0409505224835139,0.0404554812309102
0,microBERT_model_task_id_124.pth,MCR,8,0.0416978107193626,0.0410774469457138,-0.0332429834178147,-0.0330369243698955,0.0391843430760973,0.0388423279614754
0,microBERT_model_task_id_54.pth,MCR,8,0.0411504705777437,0.0405747366422456,-0.0291958077474783,-0.0288184455390749,0.0373173966754637,0.0370758260253313
0,microBERT_model_task_id_56.pth,MCR,8,0.0411944616027843,0.0404178657809477,-0.0428170319205265,-0.0426176152735517,0.0412108018032891,0.0406728948472946
0,microBERT_model_task_id_188.pth,MCR,12,0.9202066482830268,0.9193024277916074,0.9396703321080694,0.9390069318157284,0.912756692867311,0.9119764805749444
0,microBERT_model_task_id_46.pth,MCR,12,0.0415645243667598,0.0408684274886257,-0.0401007781040567,-0.0399162526403846,0.0409358802155392,0.0404879733476226
0,microBERT_model_task_id_186.pth,MCR,12,0.9234352311216468,0.9226540473949768,0.9413780016338864,0.9407418312695022,0.916489696759073,0.9158667908984258
0,microBERT_model_task_id_119.pth,MCR,12,0.0413654003353858,0.0406824901403292,-0.0382565183025171,-0.0379933820548044,0.0401519841960958,0.0397342312740874
0,microBERT_model_task_id_44.pth,MCR,12,0.0415543937298514,0.0408034763660545,-0.0407392160187749,-0.040568567230518,0.0411011852836212,0.0405881489130914
0,microBERT_model_task_id_47.pth,MCR,12,0.0407839031217065,0.0399805616819336,-0.0507206777417252,-0.0506492619251119,0.042903696099399,0.0423038376383027
0,microBERT_model_task_id_115.pth,MCR,12,0.0415283203135508,0.0408631532116652,-0.0324085191071619,-0.0322593488567901,0.0387290521066657,0.0383453686022575
0,microBERT_model_task_id_116.pth,MCR,12,0.0410695893080702,0.0403397511000283,-0.0411819129733781,-0.0411136697082132,0.0406022716805585,0.0400975043091017
